company,address,opening_date,link,is_new,first_seen,Date_Appended
7-Eleven,"400 Buff Blvd Summerton, SC",Opens: 06/02/26Grand Opening: 06/25/26,https://maps.app.goo.gl/rr5c6yZpt5eVUTm29,False,,2026-05-18
7-Eleven,"4076 West 13400 South Riverton, UT",Opens: 06/03/26Grand Opening: 06/26/26,https://maps.app.goo.gl/a84GpYvZebwNTt7z6,False,,2026-05-18
7-Eleven,"4885 Cleburne Crowley RD Fort Worth, TX",Opens: 05/07/26Grand Opening: 05/22/26,https://maps.app.goo.gl/HM5cYBWjBwZHMVQt5,False,,2026-05-18
7-Eleven,"5550 Lee Blvd Lehigh Acres, FL",Opens: 05/14/26Grand Opening: 06/05/26,https://maps.app.goo.gl/suJU86VXwFQ8tnHB7,False,,2026-05-18
7-Eleven,"770 Steele Station Rd Steele, AL",Opens: 06/04/26Grand Opening: 07/10/26,https://maps.app.goo.gl/NvxcK9Ex6qFJYey18,False,,2026-05-18
7-Eleven,"829 White Pond Rd Elgin, SC",Opens: 05/21/26Grand Opening: 06/19/26,https://maps.app.goo.gl/y3rqDZt61mjEM72p6,False,,2026-05-18
7-Eleven,"8650 Beach Blvd Buena Park, CA",Opens: 05/07/26Grand Opening: 06/04/26,https://maps.app.goo.gl/o2CszUfykGg7K62bA,False,,2026-05-18
7-Eleven,"9511 Asheville Hwy Inman, SC",Opens: 05/28/26Grand Opening: 06/26/26,https://maps.app.goo.gl/pfZuAHzSHzxqzSKJ6,False,,2026-05-18
ALDI,"1045 South Gilbert Road, Mesa, AZ 85204",5/21/2026,https://info.aldi.us/stores/l/az/mesa/1045-south-gilbert-road/fo39,False,,2026-05-18
ALDI,"1151 Ross Clark CIR Suite 100, Dothan, AL 36301",5/28/2026,https://info.aldi.us/stores/l/al/dothan/1151-ross-clark-cir-suite-100/fp33,False,,2026-05-18
ALDI,"181 Blackford Way, St. Augustine, 32086",5/21/2026,https://info.aldi.us/stores/l/fl/st-augustine/181-blackford-way/ft02,False,,2026-05-18
ALDI,"2000 North Locust Avenue, Lawrenceburg, 38464",6/18/2026,https://info.aldi.us/stores/l/tn/lawrenceburg/2000-north-locust-avenue/fm89,False,2026-06-01,2026-06-01
ALDI,"2057 S Byron Butler Pkwy. Ste 1, Perry, FL 32348-5521",5/28/2026,https://info.aldi.us/stores/l/fl/perry/2057-south-byron-butler-parkway/fp42,False,2026-05-28,2026-05-28
ALDI,"311 West 42nd Street, New York, 10036",6/19/2026,https://info.aldi.us/stores/l/ny/new-york/311-west-42nd-street/ft33,False,2026-06-01,2026-06-01
ALDI,"4478 Market Street, Marianna, 32446",5/21/2026,https://info.aldi.us/stores/l/fl/marianna/4478-market-st/fp54,False,,2026-05-18
ALDI,"777 North Market Street, Jacksonville, 32202",6/18/2026,https://info.aldi.us/stores/l/fl/jacksonville/777-north-market-street/ft17,False,2026-06-01,2026-06-01
ALDI,"944 Bichara Boulevard, Lady Lake, 32159",6/11/2026,https://info.aldi.us/stores/l/fl/lady-lake/944-bichara-boulevard/ft25,False,2026-05-25,2026-05-25
Burlington,"10311 Highway 45 North, Texas",07/03,,False,,2026-05-18
Burlington,"10515 N Mopac Expy Bldg 1, Texas",07/10,,False,,2026-05-18
Burlington,"10521 S 15th St, Nebraska",06/26,,False,,2026-05-18
Burlington,"11610 E US HWY 80 Suite 130, Texas",07/10,,False,,2026-05-18
Burlington,"11915 Quaker Ave Suite 400, Texas",07/17,,False,,2026-05-18
Burlington,"1219 N Fry Rd Ste B, Texas",05/22,,False,,2026-05-18
Burlington,"12779 Main Street, California",06/26,,False,,2026-05-18
Burlington,"13173 Cortez Boulevard, Florida",06/26,,False,,2026-05-18
Burlington,"1410B East Plaza Blvd, California",06/26,,False,,2026-05-18
Burlington,"1514 S Riordan Ranch St, Arizona",06/26,,False,,2026-05-18
Burlington,"15920 Robert S Crain Hwy, Maryland",06/26,,False,,2026-05-18
Burlington,"1610 Church St, South Carolina",05/29,,False,,2026-05-18
Burlington,"1701 ROUTE 22, New Jersey",05/29,,False,,2026-05-18
Burlington,"1855 E. Ventura Blvd, California",06/26,,False,,2026-05-18
Burlington,"19142 Montgomery Village Ave, Maryland",06/26,,False,,2026-05-18
Burlington,"1933 Mineral Wells Ave, Tennessee",07/10,,False,,2026-05-18
Burlington,"201 University Oaks Blvd., Suite 1260, Texas",05/29,,False,,2026-05-18
Burlington,"2021 NW 185th Ave., Oregon",07/03,,False,,2026-05-18
Burlington,"2200 East Hillside Drive, Oklahoma",06/26,,False,,2026-05-18
Burlington,"2210 Daniels Street, California",05/22,,False,,2026-05-18
Burlington,"28221 Chardon Rd, Ohio",05/29,,False,,2026-05-18
Burlington,"3225 NY-364 Ste 25, New York",06/26,,False,,2026-05-18
Burlington,"3839 Marketplace Drive NW, Minnesota",05/29,,False,,2026-05-18
Burlington,"4127 N US Highway 75, Texas",06/19,,False,,2026-05-18
Burlington,"4234 E. Ontario Ranch Road, California",07/10,,False,,2026-05-18
Burlington,"4446 North Freeway, Texas",05/29,,False,,2026-05-18
Burlington,"6180 Ulali Dr, Oregon",07/17,,False,,2026-05-18
Burlington,"654 N West End Blvd, Pennsylvania",07/10,,False,,2026-05-18
Burlington,"67800 Mall Ring Road Unit 100  015, Ohio",05/29,,False,,2026-05-18
Burlington,"701 NJ-440 Space 16, New Jersey",05/22,,False,,2026-05-18
Burlington,"720 W Telegraph Street, Utah",06/26,,False,,2026-05-18
Burlington,"9500 S I-35 Frontage Rd, Building K, Texas",06/26,,False,,2026-05-18
Burlington,"9653 Colerain Avenue, Ohio",06/19,,False,,2026-05-18
Burlington,Arizona,,,False,2026-05-28,2026-05-28
Burlington,California,,,False,2026-05-28,2026-05-28
Burlington,Florida,,,False,2026-05-28,2026-05-28
Burlington,Idaho,,,False,2026-05-28,2026-05-28
Burlington,Maryland,,,False,2026-05-28,2026-05-28
Burlington,Nebraska,,,False,2026-05-28,2026-05-28
Burlington,New York,,,False,2026-05-28,2026-05-28
Burlington,Ohio,,,False,2026-05-28,2026-05-28
Burlington,Oklahoma,,,False,2026-05-28,2026-05-28
Burlington,Oregon,,,False,2026-05-28,2026-05-28
Burlington,Pennsylvania,,,False,2026-05-28,2026-05-28
Burlington,Tennessee,,,False,2026-05-28,2026-05-28
Burlington,Texas,,,False,2026-05-28,2026-05-28
Burlington,Utah,,,False,2026-05-28,2026-05-28
Burlington,Washington,,,False,2026-05-28,2026-05-28
Burlington,or,,,False,,2026-05-18
Capital Grille,"Livonia17117 Laurel Park Drive NorthLivonia, MI 48152-3940(734) 293-0576",Opens June 12,https://www.thecapitalgrille.com/locations/new-locations,False,,2026-05-18
Capital Grille,"Lone Tree9067 Westview RoadLone Tree, CO 80124-5134(303) 302-0746",NOW OPEN!,https://www.thecapitalgrille.com/locations/new-locations,False,,2026-05-18
Capital Grille,"Nashville1223 BroadwayNashville, TN 37203-3117(615) 258-5321",NOW OPEN!,https://www.thecapitalgrille.com/locations/new-locations,False,,2026-05-18
Chick-fil-A,,"May 14, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-happy-valley-and-83rd,False,,2026-05-18
Chick-fil-A,1015 Vinehaven Drive NE,"May 1, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-dale-earnhardt-blvd,False,,2026-05-18
Chick-fil-A,10890 NW 41 St,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-west-doral,False,,2026-05-18
Chick-fil-A,14266 E Colonial Dr,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-avalon-park,False,,2026-05-18
Chick-fil-A,1600 Durham Road,"April 16, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-roxboro,False,,2026-05-18
Chick-fil-A,1900 NE Miami Court,"June 2, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-wynwood-delivery,True,2026-06-04,2026-06-04
Chick-fil-A,193 Covenant Drive,"May 7, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-batesville,False,,2026-05-18
Chick-fil-A,2060 Southfield Rd,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-lincoln-park,False,,2026-05-18
Chick-fil-A,2100 Treelight Way,"April 9, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-wendell,False,,2026-05-18
Chick-fil-A,260 Tingle Drive,"April 23, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-i-85-and-julian,False,,2026-05-18
Chick-fil-A,27264 Maple Valley Black Diamond Rd,"June 4, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-maple-valley-hwy-and-271-st,False,2026-06-01,2026-06-01
Chick-fil-A,2885 Allison-Bonnett Memorial Drive,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-hueytown,False,,2026-05-18
Chick-fil-A,2977 Market Drive,"May 7, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-east-cartmill,False,,2026-05-18
Chick-fil-A,3425 Bienville Blvd,"April 23, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-ocean-spring,False,,2026-05-18
Chick-fil-A,3820 City Gate Drive,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-city-gate,False,,2026-05-18
Chick-fil-A,41902 Jackson St,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-i-10-and-jackson-street,False,,2026-05-18
Chick-fil-A,4735 Mobile Highway,"April 16, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-mobile-hwy,False,,2026-05-18
Chick-fil-A,5340 US Hwy 90 W,"May 14, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-tillmans-corner,False,,2026-05-18
Chick-fil-A,5600 George Washington Memorial Hwy,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-grafton,False,,2026-05-18
Chick-fil-A,578 Grand Army of the Republic Hwy,"April 9, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-somerset,False,,2026-05-18
Chick-fil-A,579 Troy Schenectady Rd,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-latham-farms,False,,2026-05-18
Chick-fil-A,6430 S Cedar St,"May 7, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-south-cedar,False,,2026-05-18
Chick-fil-A,7019 E William Cannon Drive,"May 28, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-easton-park,False,2026-05-28,2026-05-28
Chick-fil-A,705 Duval Station Road,"May 29, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-duval-station,False,2026-05-28,2026-05-28
Chick-fil-A,7495 S Gartrell Road,"May 14, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-gartrell-rd-hwy-470,False,,2026-05-18
Chick-fil-A,754 US Hwy 202,"June 4, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-bridgewater-towne-center,False,2026-05-31,2026-05-31
Chick-fil-A,815 St,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-east-village,False,,2026-05-18
Chick-fil-A,9111 E 40th Ave,"April 16, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-runway-35-south,False,,2026-05-18
Chick-fil-A,930 Garrisonville Road,"May 21, 2026",https://www.chick-fil-a.com/press-room/announcing-chick-fil-a-west-garrisonville,False,2026-05-28,2026-05-28
Dogtopia,"1070 Ken Pratt Blvd, Longmont, Colorado 80501, United States",,https://www.dogtopia.com/locations/longmont/,False,,2026-05-18
Dogtopia,"135 Enterprise Dr., Verona, Wisconsin 53593, United States",,https://www.dogtopia.com/locations/madison-verona/,False,,2026-05-18
Dogtopia,"140 Four Seasons Shopping Center, Chesterfield, Missouri 63017, United States",PERMANENTLY CLOSED,https://www.dogtopia.com/locations/four-seasons-chesterfield/,False,,2026-05-18
Dogtopia,"1508 E St. Suite 20, San Diego, California 92101, United States",Opening in 2026!,https://www.dogtopia.com/locations/san-diego-east-village/,False,,2026-05-18
Dogtopia,"1606 NW Irvinedale Dr., Ankeny, Iowa 50023, United States",,https://www.dogtopia.com/locations/ankeny/,False,,2026-05-18
Dogtopia,"1607 Central Ave, Chattanooga, Tennessee 37408, United States",,https://www.dogtopia.com/locations/chattanooga-southside/,False,,2026-05-18
Dogtopia,"17422 Airline Hwy, Prairieville, Louisiana 70769, United States",,https://www.dogtopia.com/locations/prairieville/,False,,2026-05-18
Dogtopia,"1932 McDowell Road, Naperville, Illinois 60563, United States",Coming Summer 2026!,https://www.dogtopia.com/locations/naperville/,False,,2026-05-18
Dogtopia,"2036 East T.C Jester Blvd, Houston, Texas 77008, United States",,https://www.dogtopia.com/locations/houston-heights/,False,,2026-05-18
Dogtopia,"2311 Colorado Blvd, Denton, Texas 76205, United States",Coming Summer 2026!,https://www.dogtopia.com/locations/denton/,False,,2026-05-18
Dogtopia,"25 Alsop Ct., St. Augustine, Florida 32095, United States",,https://www.dogtopia.com/locations/st-augustine/,False,,2026-05-18
Dogtopia,"3194 N Industrial Way, Castle Rock, Colorado 80109, United States",,https://www.dogtopia.com/locations/castle-rock/,False,,2026-05-18
Dogtopia,"43800 Metro Center Drive, Suite E110, Ashburn, Virginia 20147, United States",,https://www.dogtopia.com/locations/ashburn-loudoun-station/,False,,2026-05-18
Dogtopia,"500 District Dr # 6, Berkeley Heights, New Jersey 07922, United States",,https://www.dogtopia.com/locations/berkeley-heights-the-park/,False,2026-05-22,2026-05-22
Dogtopia,"610 Old York Rd, Jenkintown, Philadelphia 19046, United States",,https://www.dogtopia.com/locations/jenkintown/,False,,2026-05-18
Five Below,"1038 Crossroads Dr, Statesville, NC, 28625",,https://locations.fivebelow.com/nc/statesville/1038-crossroads-dr/coming-soon,False,,2026-05-18
Five Below,"1155 Buck Creek Road, Simpsonville, KY, 40067",,https://locations.fivebelow.com/ky/simpsonville/1155-buck-creek-road/coming-soon,False,,2026-05-18
Five Below,"11610 E Hwy 80, Forney, TX, 75126",,https://locations.fivebelow.com/tx/forney/11610-e-hwy-80/coming-soon,False,,2026-05-18
Five Below,"13710 W Bell Rd, Surprise, AZ, 85374",,https://locations.fivebelow.com/az/surprise/13710-w-bell-rd/coming-soon,False,,2026-05-18
Five Below,"14 Litchfield Plz, Litchfield, IL, 62056",,https://locations.fivebelow.com/il/litchfield/14-litchfield-plz/coming-soon,False,,2026-05-18
Five Below,"1649 N Expwy, Griffin, GA, 30223",,https://locations.fivebelow.com/ga/griffin/1649-n-expwy/coming-soon,False,,2026-05-18
Five Below,"1809 E Sherman Blvd, Muskegon, MI, 49444",,https://locations.fivebelow.com/mi/muskegon/1809-e-sherman-blvd/coming-soon,False,,2026-05-18
Five Below,"1939 Mineral Wells Ave, Paris, TN, 38242",,https://locations.fivebelow.com/tn/paris/1939-mineral-wells-ave/coming-soon,False,,2026-05-18
Five Below,"2100 SWS Young Dr, 6000C, Killeen, TX, 76543",,https://locations.fivebelow.com/tx/killeen/2100-sws-young-dr-6000c/coming-soon,False,,2026-05-18
Five Below,"2204 E Hillside Dr, Broken Arrow, OK, 74012",,https://locations.fivebelow.com/ok/broken-arrow/2204-e-hillside-dr/coming-soon,False,,2026-05-18
Five Below,"2415 Tuscany St, Corona, CA, 92881",,https://locations.fivebelow.com/ca/corona/2415-tuscany-st/coming-soon,False,,2026-05-18
Five Below,"25 Smithfield Rd, N Providence, RI, 02904",,https://locations.fivebelow.com/ri/n-providence/25-smithfield-rd/coming-soon,False,,2026-05-18
Five Below,"2500 S Center Street, Marshalltown, IA, 50158",,https://locations.fivebelow.com/ia/marshalltown/2500-s-center-street/coming-soon,False,,2026-05-18
Five Below,"251 N Broadway, Pennsville, NJ, 08070",,https://locations.fivebelow.com/nj/pennsville/251-n-broadway/coming-soon,False,,2026-05-18
Five Below,"256 Black Gold Blvd, Hazard, KY, 41701",,https://locations.fivebelow.com/ky/hazard/256-black-gold-blvd/coming-soon,False,,2026-05-18
Five Below,"2897 Oak Valley Dr, Ann Arbor, MI, 48103",,https://locations.fivebelow.com/mi/ann-arbor/2897-oak-valley-dr/coming-soon,False,,2026-05-18
Five Below,"3060 Baldwin Park Blvd, Baldwin Park, CA, 91706",,https://locations.fivebelow.com/ca/baldwin-park/3060-baldwin-park-blvd/coming-soon,False,,2026-05-18
Five Below,"380 E 525 N, Harrisville, UT, 84404",,https://locations.fivebelow.com/ut/harrisville/380-e-525-n/coming-soon,False,,2026-05-18
Five Below,"4222 E Ontario Ranch Rd, Ontario, CA, 91762",,https://locations.fivebelow.com/ca/ontario/4222-e-ontario-ranch-rd/coming-soon,False,,2026-05-18
Five Below,"480 Stillwater Ave, Bangor, ME, 04401",,https://locations.fivebelow.com/me/bangor/480-stillwater-ave/coming-soon,False,,2026-05-18
Five Below,"5537 Grove Blvd, Hoover, AL, 35226",,https://locations.fivebelow.com/al/hoover/5537-grove-blvd/coming-soon,False,,2026-05-18
Five Below,"61275 Southgate Rd, Cambridge, OH, 43725",,https://locations.fivebelow.com/oh/cambridge/61275-southgate-rd/coming-soon,False,,2026-05-18
Five Below,"644 E Main St, Waynesboro, PA, 17268",,https://locations.fivebelow.com/pa/waynesboro/644-e-main-st/coming-soon,False,,2026-05-18
Hobby Lobby,1101 E 16th Avenue in Cordele,"March 27, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-cordele-georgia,False,2026-05-19,2026-05-19
Hobby Lobby,11215 Causeway Boulevard in Brandon,"March 20, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-brandon-florida,False,2026-05-19,2026-05-19
Hobby Lobby,117 Commerce Street in Lake Delton,"March 13, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-lake-delton-wisconsin,False,2026-05-19,2026-05-19
Hobby Lobby,1445 N,"February 13, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-montebello-california,False,2026-05-19,2026-05-19
Hobby Lobby,1655 Boston Road in Springfield,"February 13, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-springfiel-massachusetts,False,2026-05-19,2026-05-19
Hobby Lobby,2100 Centreville Road in Herndon,"February 04, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-herndon-virginia,False,2026-05-19,2026-05-19
Hobby Lobby,231 Mall Drive in Murrells Inlet,"April 17, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-murrells-inlet-south-carolina,False,2026-05-19,2026-05-19
Hobby Lobby,2360 S,"February 16, 2026",https://newsroom.hobbylobby.com/new-stores/relocation-of-store-in-algonquin-illinois,False,2026-05-19,2026-05-19
Hobby Lobby,2753 E,"March 30, 2026",https://newsroom.hobbylobby.com/new-stores/relocation-of-store-in-west-covina-california,False,2026-05-19,2026-05-19
Hobby Lobby,3040 E,"February 02, 2026",https://newsroom.hobbylobby.com/new-stores/relocation-of-store-in-farmington-new-mexico,False,2026-05-19,2026-05-19
Hobby Lobby,400 Mill Avenue SE in New Philadelphia,"May 29, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-new-philadelphia-ohio,False,2026-05-31,2026-05-31
Hobby Lobby,5445 Alexandria Pike in Cold Spring,"March 20, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-cold-spring-kentucky,False,2026-05-19,2026-05-19
Hobby Lobby,55 Sgt,"March 20, 2026",https://newsroom.hobbylobby.com/new-stores/new-store-opening-in-natchez-mississippi,False,2026-05-19,2026-05-19
HomeGoods,"Cedar Breaks West Shopping Center, 4610 Williams Dr 105, Georgetown, TX 78633, Texas","New store opening on April 23, 2026 from 8am to 10pm!",https://www.homegoods.com/store-details/Georgetown-TX-78633/1220,False,,2026-05-18
HomeGoods,"Coastal Centre, 1218 Cottage Lane, Conway, SC 29526, South Carolina",Now Open!,https://www.homegoods.com/store-details/Conway-SC-29526/1222,False,,2026-05-18
HomeGoods,"Columbus Center, 3200 Columbus Center, Columbus, IN 47203, Indiana",,https://www.homegoods.com/store-details/Columbus-IN-47203/1178,False,,2026-05-18
HomeGoods,"Gateway Commons, 2450 Calumet Trace, Owensboro, KY 42303, Kentucky","New store opening on June 25, 2026 from 8am to 10pm!",https://www.homegoods.com/store-details/Owensboro-KY-42303/1221,False,2026-05-28,2026-05-28
HomeGoods,"Mountain Farms, 337 Russell Street, Hadley, MA 01035, Massachusetts",,https://www.homegoods.com/store-details/Hadley-MA-01035/98,False,,2026-05-18
HomeGoods,"University Commons, 1463 University Drive, Burlington, NC 27215, North Carolina",Now Open!,https://www.homegoods.com/store-details/Burlington-NC-27215/1182,False,,2026-05-18
HomeGoods,"Verrado Marketplace, 1405 North Verrado Way, Buckeye, AZ 85396, Arizona","New store opening on May 21, 2026 from 8am to 10pm!",https://www.homegoods.com/store-details/Buckeye-AZ-85396/1219,False,,2026-05-18
Homesense,"Lake Nona West Retail Center, 6023 Lake Nona Blvd, Lake Nona, FL 32827, Lake Nona, FL",,"https://www.google.com/maps?saddr&daddr=6023 Lake Nona Blvd+Lake Nona,FL+32827",False,,2026-05-18
Homesense,"Marketplace at Mill Creek, 1705 Mall of Georgia Blvd Suite 400, Buford, GA 30519, Buford, GA",,"https://www.google.com/maps?saddr&daddr=1705 Mall of Georgia Blvd Suite 400+Buford,GA+30519",False,,2026-05-18
Homesense,"Pinnacle Hills Promenade, 210 S Promenade Boulevard, Rogers, AR 72758, Rogers, AR","May 28, 2026","https://www.google.com/maps?saddr&daddr=210 S Promenade Boulevard+Rogers,AR+72758",False,,2026-05-18
Homesense,"Scottsdale Center, 210 S. Promenade Blvd, Rogers, AR 72758, Rogers, AR","May 28, 2026","https://www.google.com/maps?saddr&daddr=210 S. Promenade Blvd+Rogers,AR+72758",False,2026-05-22,2026-05-22
Jersey Mike's,"1 Gateway Road, Geneseo, NY 14454",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"1 South River Road, Bedford, NH 03110-6775",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NH,False,2026-06-01,2026-06-01
Jersey Mike's,"1001 E Broadway, Missoula, MT 59802-4914",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MT,False,,2026-05-18
Jersey Mike's,"1010 Sperry Avenue, Patterson, CA 95363-9296",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"10118 North Main Street, Archdale, NC 27263",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NC,False,,2026-05-18
Jersey Mike's,"102 Commerce St, Brooklyn, NY 11231-1473",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"1046 W Patrick St, Frederick, MD 21703-3907",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MD,False,,2026-05-18
Jersey Mike's,"1051 Yunus Road, Durham, NC 27703-7203",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NC,False,,2026-05-18
Jersey Mike's,"1055 Tamana Dr, Rexburg, ID 83440",In Development,https://www.jerseymikes.com/locations/coming-soon/US-ID,False,,2026-05-18
Jersey Mike's,"10572 Loveland Madeira Road, Loveland, OH 45140-8962",In Development,https://www.jerseymikes.com/locations/coming-soon/US-OH,False,2026-05-19,2026-05-19
Jersey Mike's,"106 Venture Place, Tea, SD 57064",In Development,https://www.jerseymikes.com/locations/coming-soon/US-SD,False,,2026-05-18
Jersey Mike's,"10700 Clarcona-Ocoee Road, Apopka, FL 32703-8780",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,,2026-05-18
Jersey Mike's,"108 Hekili Street, Kailua, HI 96734-2848",In Development,https://www.jerseymikes.com/locations/coming-soon/US-HI,False,,2026-05-18
Jersey Mike's,"1090 Hooksett Road, Hookset, NH 03106-1001",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NH,False,2026-05-22,2026-05-22
Jersey Mike's,"1101 Northern Boulevard, Clarks Summit, PA 18411-2221",In Development,https://www.jerseymikes.com/locations/coming-soon/US-PA,False,,2026-05-18
Jersey Mike's,"1101 South Main Street, Smithfield, UT 84335",In Development,https://www.jerseymikes.com/locations/coming-soon/US-UT,False,,2026-05-18
Jersey Mike's,"1111 Lexington Ave, New York, NY 10075-0459",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
